id,dep_delayed_15min
299,0.097497
300,0.042047
301,0.013681
302,0.038985
303,0.216620
304,0.427472
305,0.121331
306,0.028665
307,0.191405
308,0.032445
309,0.048890
310,0.046269
311,0.124602
312,0.204789
313,0.021103
314,0.142898
315,0.322530
316,0.038785
317,0.246971
318,0.055629
319,0.094984
320,0.118908
321,0.040388
322,0.177186
323,0.009104
324,0.017447
325,0.366489
326,0.166237
327,0.394831
328,0.163385
329,0.124268
330,0.336519
331,0.061779
332,0.760825
333,0.105527
334,0.083172
335,0.251713
336,0.158493
337,0.129060
338,0.305630
339,0.141557
340,0.230548
341,0.204590
342,0.204493
343,0.544859
344,0.484631
345,0.198257
346,0.054962
347,0.241680
348,0.014758
349,0.010415
350,0.177625
351,0.163444
352,0.032523
353,0.329561
354,0.149002
355,0.114320
356,0.293690
357,0.140515
358,0.519060
359,0.119840
360,0.301917
361,0.031120
362,0.196801
363,0.144950
364,0.059597
365,0.221706
366,0.070438
367,0.127931
368,0.360972
369,0.099195
370,0.172701
371,0.220171
372,0.099053
373,0.010594
374,0.064915
375,0.055379
376,0.226128
377,0.266835
378,0.013911
379,0.077654
380,0.101404
381,0.148439
382,0.048763
383,0.863125
384,0.019446
385,0.181712
386,0.168201
387,0.103486
388,0.295132
389,0.080129
390,0.210633
391,0.166026
392,0.158892
393,0.102052
394,0.094829
395,0.309536
396,0.291772
397,0.422052
398,0.207037
399,0.096257
400,0.024015
401,0.100556
402,0.193050
403,0.037138
404,0.221327
405,0.302523
406,0.358001
407,0.024001
408,0.049075
409,0.222441
410,0.027478
411,0.070957
412,0.962295
413,0.390467
414,0.012628
415,0.298692
416,0.012625
417,0.049466
418,0.028457
419,0.187613
420,0.148354
421,0.202873
422,0.055660
423,0.280308
424,0.128769
425,0.202817
426,0.007230
427,0.097644
428,0.094992
429,0.028273
430,0.311812
431,0.905282
432,0.106251
433,0.052597
434,0.374646
435,0.017079
436,0.036810
437,0.069022
438,0.034006
439,0.225901
440,0.109888
441,0.478827
442,0.120307
443,0.025872
444,0.156112
445,0.533967
446,0.042041
447,0.092744
448,0.315510
449,0.082293
450,0.102155
451,0.270826
452,0.045110
453,0.317214
454,0.119415
455,0.213477
456,0.148386
457,0.050369
458,0.822378
459,0.342542
460,0.177485
461,0.134302
462,0.024921
463,0.106554
464,0.123531
465,0.084881
466,0.059949
467,0.114925
468,0.209705
469,0.542666
470,0.037969
471,0.230386
472,0.089315
473,0.398475
474,0.089855
475,0.153270
476,0.063899
477,0.005589
478,0.216654
479,0.029646
480,0.162787
481,0.124598
482,0.053944
483,0.006383
484,0.049952
485,0.238308
486,0.430086
487,0.119273
488,0.004820
489,0.014641
490,0.206862
491,0.078693
492,0.326947
493,0.644735
494,0.174440
495,0.195606
496,0.019874
497,0.031312
498,0.149816
499,0.329377
500,0.897172
501,0.049355
502,0.125151
503,0.130467
504,0.225367
505,0.156256
506,0.219133
507,0.165886
508,0.070012
509,0.035435
510,0.040258
511,0.017505
512,0.145516
513,0.067318
514,0.627574
515,0.177248
516,0.110167
517,0.075383
518,0.830855
519,0.133862
520,0.088203
521,0.117899
522,0.001431
523,0.306982
524,0.097861
525,0.083396
526,0.081761
527,0.039880
528,0.039867
529,0.081630
530,0.073443
531,0.050086
532,0.728226
533,0.544471
534,0.152783
535,0.022276
536,0.394721
537,0.029827
538,0.266137
539,0.264915
540,0.036031
541,0.441391
542,0.055543
543,0.054621
544,0.071561
545,0.573942
546,0.615099
547,0.092091
548,0.210231
549,0.118310
550,0.008727
551,0.424364
552,0.061592
553,0.505871
554,0.194961
555,0.152910
556,0.063930
557,0.125279
558,0.066038
559,0.040339
560,0.442994
561,0.041820
562,0.067244
563,0.416465
564,0.136241
565,0.037239
566,0.028841
567,0.192853
568,0.215253
569,0.088740
570,0.139580
571,0.090071
572,0.189667
573,0.031156
574,0.119800
575,0.025053
576,0.787486
577,0.014655
578,0.046525
579,0.123755
580,0.111861
581,0.039214
582,0.097157
583,0.005203
584,0.020460
585,0.051233
586,0.120716
587,0.273850
588,0.092371
589,0.363975
590,0.349661
591,0.186818
592,0.284987
593,0.096211
594,0.091196
595,0.053721
596,0.145429
597,0.101804
598,0.320084
599,0.143903
600,0.027727
601,0.152027
602,0.036970
603,0.059454
604,0.147316
605,0.083282
606,0.451055
607,0.063869
608,0.064344
609,0.073677
610,0.200903
611,0.111090
612,0.074271
613,0.024681
614,0.015529
615,0.187736
616,0.065832
617,0.037401
618,0.487930
619,0.521994
620,0.122912
621,0.075248
622,0.121339
623,0.469713
624,0.126692
625,0.009610
626,0.080009
627,0.068225
628,0.119336
629,0.238677
630,0.133087
631,0.147924
632,0.241695
633,0.323331
634,0.018420
635,0.157557
636,0.121498
637,0.215743
638,0.027173
639,0.326839
640,0.236531
641,0.342844
642,0.285572
643,0.050063
644,0.041397
645,0.029006
646,0.398643
647,0.222583
648,0.058862
649,0.138096
650,0.141759
651,0.393744
652,0.077001
653,0.115854
654,0.295577
655,0.546654
656,0.022013
657,0.517114
658,0.037318
659,0.012075
660,0.220371
661,0.118914
662,0.086191
663,0.028512
664,0.081680
665,0.538641
666,0.082037
667,0.426850
668,0.024501
669,0.001585
670,0.029415
671,0.088004
672,0.077279
673,0.531520
674,0.311259
675,0.005033
676,0.094755
677,0.058298
678,0.045793
679,0.284612
680,0.144712
681,0.333605
682,0.070599
683,0.071884
684,0.135446
685,0.024480
686,0.024346
687,0.192952
688,0.224945
689,0.038735
690,0.015523
691,0.066229
692,0.287595
693,0.006853
694,0.149746
695,0.156638
696,0.236302
697,0.078553
698,0.360460
699,0.183938
700,0.258387
701,0.420798
702,0.168808
703,0.111251
704,0.191802
705,0.143210
706,0.003538
707,0.074923
708,0.094212
709,0.141964
710,0.276383
711,0.444202
712,0.033451
713,0.079432
714,0.091699
715,0.404883
716,0.064410
717,0.367935
718,0.025447
719,0.119408
720,0.118754
721,0.360134
722,0.265711
723,0.070640
724,0.056738
725,0.029205
726,0.412449
727,0.014750
728,0.051278
729,0.189513
730,0.038576
731,0.200436
732,0.155505
733,0.241997
734,0.074088
735,0.286025
736,0.062498
737,0.058693
738,0.029081
739,0.003213
740,0.078024
741,0.275966
742,0.053915
743,0.139223
744,0.085140
745,0.090250
746,0.245759
747,0.214930
748,0.071510
749,0.119715
750,0.097945
751,0.089231
752,0.009363
753,0.152002
754,0.142964
755,0.038726
756,0.124769
757,0.035023
758,0.054369
759,0.464887
760,0.326217
761,0.173944
762,0.177333
763,0.298452
764,0.185914
765,0.452437
766,0.187514
767,0.830934
768,0.224896
769,0.072112
770,0.073931
771,0.055341
772,0.113606
773,0.115027
774,0.041451
775,0.209155
776,0.089864
777,0.042195
778,0.089965
779,0.244558
780,0.061808
781,0.166283
782,0.069061
783,0.056771
784,0.126914
785,0.043474
786,0.105552
787,0.650860
788,0.600394
789,0.540328
790,0.089747
791,0.120862
792,0.208772
793,0.487066
794,0.418489
795,0.034291
796,0.244862
797,0.411012
798,0.114597
799,0.021404
800,0.442595
801,0.127984
802,0.150958
803,0.114564
804,0.011785
805,0.044673
806,0.070113
807,0.586497
808,0.276305
809,0.156190
810,0.033891
811,0.184858
812,0.239680
813,0.469528
814,0.486570
815,0.061260
816,0.175216
817,0.119556
818,0.458661
819,0.465428
820,0.050298
821,0.224149
822,0.175735
823,0.053978
824,0.070677
825,0.054189
826,0.223185
827,0.096163
828,0.085434
829,0.188405
830,0.107593
831,0.207896
832,0.024552
833,0.025953
834,0.147192
835,0.093639
836,0.188965
837,0.392458
838,0.161931
839,0.049999
840,0.216950
841,0.123461
842,0.063423
843,0.042721
844,0.195681
845,0.129220
846,0.151063
847,0.090701
848,0.112307
849,0.123527
850,0.025810
851,0.011783
852,0.149633
853,0.034831
854,0.016701
855,0.027664
856,0.424819
857,0.130039
858,0.426497
859,0.061468
860,0.013261
861,0.521106
862,0.267130
863,0.101485
864,0.018201
865,0.238777
866,0.085210
867,0.012002
868,0.211360
869,0.055242
870,0.049004
871,0.268640
872,0.130140
873,0.169192
874,0.137172
875,0.186722
876,0.008126
877,0.094239
878,0.531742
879,0.073541
880,0.309282
881,0.547524
882,0.239349
883,0.011860
884,0.596822
885,0.141856
886,0.138086
887,0.200692
888,0.166160
889,0.107913
890,0.176867
891,0.140456
892,0.026232
893,0.073472
894,0.137864
895,0.131202
896,0.257684
897,0.051915
898,0.064421
899,0.022185
900,0.067823
901,0.518111
902,0.017985
903,0.033804
904,0.047373
905,0.094671
906,0.086780
907,0.066911
908,0.152299
909,0.101839
910,0.023622
911,0.608423
912,0.068760
913,0.031937
914,0.017108
915,0.052706
916,0.227929
917,0.187115
918,0.112741
919,0.085687
920,0.025294
921,0.295517
922,0.204524
923,0.167626
924,0.479668
925,0.009348
926,0.247068
927,0.113704
928,0.225300
929,0.010837
930,0.059041
931,0.031732
932,0.323134
933,0.161847
934,0.169420
935,0.017734
936,0.192397
937,0.864685
938,0.080152
939,0.124441
940,0.024839
941,0.149276
942,0.354322
943,0.101478
944,0.038128
945,0.127971
946,0.215698
947,0.185414
948,0.133882
949,0.023003
950,0.296195
951,0.116693
952,0.609607
953,0.028365
954,0.254283
955,0.075069
956,0.385267
957,0.121536
958,0.335258
959,0.231781
960,0.157702
961,0.015427
962,0.050387
963,0.038515
964,0.183692
965,0.018841
966,0.054411
967,0.702487
968,0.097836
969,0.048638
970,0.271588
971,0.060853
972,0.071929
973,0.060828
974,0.134068
975,0.018006
976,0.170966
977,0.104473
978,0.203812
979,0.363068
980,0.440335
981,0.117171
982,0.221339
983,0.205358
984,0.095147
985,0.214654
986,0.066775
987,0.076325
988,0.313713
989,0.673124
990,0.218391
991,0.376750
992,0.018606
993,0.063796
994,0.107715
995,0.153324
996,0.026945
997,0.080978
998,0.021091
999,0.047852
1000,0.167558
1001,0.058966
1002,0.051579
1003,0.031007
1004,0.235070
1005,0.379658
1006,0.126182
1007,0.024254
1008,0.112926
1009,0.173292
1010,0.138480
1011,0.142371
1012,0.164395
1013,0.776776
1014,0.272913
1015,0.107122
1016,0.046681
1017,0.113518
1018,0.394018
1019,0.889621
1020,0.447101
1021,0.010233
1022,0.209480
1023,0.585908
1024,0.064421
1025,0.218954
1026,0.095423
1027,0.015470
1028,0.107022
1029,0.272853
1030,0.169608
1031,0.864956
1032,0.219818
1033,0.349422
1034,0.265874
1035,0.081130
1036,0.169694
1037,0.023980
1038,0.036235
1039,0.285798
1040,0.146444
1041,0.030357
1042,0.126641
1043,0.976804
1044,0.010082
1045,0.133584
1046,0.011937
1047,0.092756
1048,0.107728
1049,0.217004
1050,0.084789
1051,0.273267
1052,0.032451
1053,0.127085
1054,0.022479
1055,0.144262
1056,0.039204
1057,0.007069
1058,0.106231
1059,0.064595
1060,0.015599
1061,0.097214
1062,0.158043
1063,0.035549
1064,0.127689
1065,0.549948
1066,0.073754
1067,0.424739
1068,0.026820
1069,0.120156
1070,0.168190
1071,0.079481
1072,0.268866
1073,0.058303
1074,0.298293
1075,0.074166
1076,0.021558
1077,0.019219
1078,0.073500
1079,0.224366
1080,0.300703
1081,0.036054
1082,0.271701
1083,0.142656
1084,0.060264
1085,0.211909
1086,0.100829
1087,0.033368
1088,0.234427
1089,0.058173
1090,0.097555
1091,0.095522
1092,0.331419
1093,0.036662
1094,0.012295
1095,0.047258
1096,0.127291
1097,0.064225
1098,0.060913
1099,0.240855
1100,0.068772
1101,0.043305
1102,0.111562
1103,0.052348
1104,0.551405
1105,0.027092
1106,0.132674
1107,0.307108
1108,0.057062
1109,0.050263
1110,0.469797
1111,0.119666
1112,0.112440
1113,0.058045
1114,0.185533
1115,0.018566
1116,0.034619
1117,0.589074
1118,0.125432
1119,0.133665
1120,0.058817
1121,0.160947
1122,0.003018
1123,0.028562
1124,0.054482
1125,0.242970
1126,0.283627
1127,0.222821
1128,0.041648
1129,0.401981
1130,0.260002
1131,0.120039
1132,0.030987
1133,0.112602
1134,0.132080
1135,0.641786
1136,0.344245
1137,0.122966
1138,0.029433
1139,0.055521
1140,0.125430
1141,0.357669
1142,0.152877
1143,0.481127
1144,0.082920
1145,0.118185
1146,0.077328
1147,0.157307
1148,0.134039
1149,0.100247
1150,0.090885
1151,0.416112
1152,0.308234
1153,0.160260
1154,0.021407
1155,0.098395
1156,0.016146
1157,0.098372
1158,0.266068
1159,0.166971
1160,0.059183
1161,0.548302
1162,0.458117
1163,0.197987
1164,0.303083
1165,0.656443
1166,0.023579
1167,0.046449
1168,0.759646
1169,0.005914
1170,0.125359
1171,0.126488
1172,0.012600
1173,0.069126
1174,0.049804
1175,0.034341
1176,0.358547
1177,0.026977
1178,0.149269
1179,0.097221
1180,0.107366
1181,0.018894
1182,0.133634
1183,0.250129
1184,0.389110
1185,0.131398
1186,0.221258
1187,0.386460
1188,0.114817
1189,0.110551
1190,0.306041
1191,0.196696
1192,0.207816
1193,0.314839
1194,0.022936
1195,0.045188
1196,0.301717
1197,0.269738
1198,0.335785
1199,0.234878
1200,0.084894
1201,0.013524
1202,0.195317
1203,0.555601
1204,0.168127
1205,0.091760
1206,0.053019
1207,0.076029
1208,0.117685
1209,0.147321
1210,0.144129
1211,0.278987
1212,0.105495
1213,0.373319
1214,0.084856
1215,0.073544
1216,0.386082
1217,0.137550
1218,0.429882
1219,0.114619
1220,0.312753
1221,0.120896
1222,0.880395
1223,0.232081
1224,0.110494
1225,0.115667
1226,0.062728
1227,0.071760
1228,0.168700
1229,0.322197
1230,0.007366
1231,0.081493
1232,0.250060
1233,0.119412
1234,0.218472
1235,0.206390
1236,0.044262
1237,0.213813
1238,0.535622
1239,0.499074
1240,0.062595
1241,0.077799
1242,0.162698
1243,0.046806
1244,0.003320
1245,0.077082
1246,0.323285
1247,0.074604
1248,0.846541
1249,0.899271
1250,0.035085
1251,0.104016
1252,0.202401
1253,0.063096
1254,0.275843
1255,0.435625
1256,0.024092
1257,0.168504
1258,0.021086
1259,0.093952
1260,0.093710
1261,0.420773
1262,0.022986
1263,0.055024
1264,0.085631
1265,0.146137
1266,0.209615
1267,0.022602
1268,0.022766
1269,0.110006
1270,0.140484
1271,0.118604
1272,0.031816
1273,0.385889
1274,0.129311
1275,0.739240
1276,0.041879
1277,0.242025
1278,0.047362
1279,0.344153
1280,0.053131
1281,0.453574
1282,0.223528
1283,0.075758
1284,0.206342
1285,0.405803
1286,0.078004
1287,0.041669
1288,0.399415
1289,0.206708
1290,0.096690
1291,0.096704
1292,0.263598
1293,0.360443
1294,0.132404
1295,0.104894
1296,0.090292
1297,0.039110
1298,0.070263
1299,0.086869
1300,0.044047
1301,0.038743
1302,0.314357
1303,0.166612
1304,0.399149
1305,0.170340
1306,0.414688
1307,0.003745
1308,0.112907
1309,0.045532
1310,0.063155
1311,0.016771
1312,0.054563
1313,0.039790
1314,0.097562
1315,0.012186
1316,0.094230
1317,0.246561
1318,0.101153
1319,0.087051
1320,0.150562
1321,0.106318
1322,0.102636
1323,0.009183
1324,0.695565
1325,0.422336
1326,0.214284
1327,0.067458
1328,0.040073
1329,0.047375
1330,0.026559
1331,0.188881
1332,0.157051
1333,0.117017
1334,0.056372
1335,0.234667
1336,0.063868
1337,0.147318
1338,0.039119
1339,0.071380
1340,0.078205
1341,0.101958
1342,0.072876
1343,0.260567
1344,0.056491
1345,0.100819
1346,0.051945
1347,0.146844
1348,0.078063
1349,0.062384
1350,0.005334
1351,0.580195
1352,0.572284
1353,0.015813
1354,0.014006
1355,0.737604
1356,0.014524
1357,0.511268
1358,0.334403
1359,0.062906
1360,0.016983
1361,0.294289
1362,0.122571
1363,0.013225
1364,0.033144
1365,0.135185
1366,0.342174
1367,0.524478
1368,0.078626
1369,0.542906
1370,0.134019
1371,0.012144
1372,0.234878
1373,0.078033
1374,0.184255
1375,0.105798
1376,0.200645
1377,0.236906
1378,0.096855
1379,0.195745
1380,0.023845
1381,0.474151
1382,0.004973
1383,0.326453
1384,0.084695
1385,0.102847
1386,0.341378
1387,0.111389
1388,0.221848
1389,0.236819
1390,0.310191
1391,0.119230
1392,0.037913
1393,0.103441
1394,0.090749
1395,0.236879
1396,0.074663
1397,0.234410
1398,0.103758
1399,0.160151
1400,0.056710
1401,0.017143
1402,0.725135
1403,0.137434
1404,0.113864
1405,0.433795
1406,0.207672
1407,0.034957
1408,0.006953
1409,0.067475
1410,0.057837
1411,0.503188
1412,0.004460
1413,0.029360
1414,0.013680
1415,0.075593
1416,0.168975
1417,0.309406
1418,0.049805
1419,0.188573
1420,0.326140
1421,0.335831
1422,0.046273
1423,0.090222
1424,0.103968
1425,0.041722
1426,0.020261
1427,0.319682
1428,0.220861
1429,0.291636
1430,0.050110
1431,0.010725
1432,0.152517
1433,0.580320
1434,0.123581
1435,0.192645
1436,0.068906
1437,0.132145
1438,0.127444
1439,0.158740
1440,0.126667
1441,0.007423
1442,0.012389
1443,0.096781
1444,0.279398
1445,0.051734
1446,0.235937
1447,0.014027
1448,0.079600
1449,0.218358
1450,0.027887
1451,0.206208
1452,0.028617
1453,0.029181
1454,0.140649
1455,0.078768
1456,0.160846
1457,0.064021
1458,0.118089
1459,0.212378
1460,0.057211
1461,0.217523
1462,0.519772
1463,0.031566
1464,0.123696
1465,0.277670
1466,0.406930
1467,0.088152
1468,0.056911
1469,0.288709
1470,0.244565
1471,0.044463
1472,0.060289
1473,0.325759
1474,0.211787
1475,0.017835
1476,0.357103
1477,0.019315
1478,0.111531
1479,0.365157
1480,0.256477
1481,0.024421
1482,0.120000
1483,0.213224
1484,0.348466
1485,0.151990
1486,0.036948
1487,0.264805
1488,0.079377
1489,0.082253
1490,0.286628
1491,0.006296
1492,0.354724
1493,0.203611
1494,0.026176
1495,0.103916
1496,0.113366
1497,0.391192
1498,0.030361
1499,0.007235
1500,0.018256
1501,0.034442
1502,0.064324
1503,0.098752
1504,0.082522
1505,0.299182
1506,0.261323
1507,0.092737
1508,0.085161
1509,0.191193
1510,0.241701
1511,0.102526
1512,0.077712
1513,0.039490
1514,0.180279
1515,0.031561
1516,0.138099
1517,0.207886
1518,0.167102
1519,0.132786
1520,0.144773
1521,0.062352
1522,0.131874
1523,0.091444
1524,0.240234
1525,0.023640
1526,0.010673
1527,0.162467
1528,0.045512
1529,0.112099
1530,0.051777
1531,0.256086
1532,0.035927
1533,0.336460
1534,0.056081
1535,0.770813
1536,0.351722
1537,0.118387
1538,0.077590
1539,0.142321
1540,0.047576
1541,0.210531
1542,0.293937
1543,0.043472
1544,0.384301
1545,0.228857
1546,0.089629
1547,0.075880
1548,0.242417
1549,0.029734
1550,0.380343
1551,0.260874
1552,0.131131
1553,0.069869
1554,0.438189
1555,0.284927
1556,0.139859
1557,0.036166
1558,0.198829
1559,0.025187
1560,0.015401
1561,0.078163
1562,0.126794
1563,0.114686
1564,0.713379
1565,0.099859
1566,0.102891
1567,0.145968
1568,0.129215
1569,0.045316
1570,0.221137
1571,0.012857
1572,0.015048
1573,0.026830
1574,0.042495
1575,0.434346
1576,0.140668
1577,0.110478
1578,0.036665
1579,0.228319
1580,0.208348
1581,0.322363
1582,0.038267
1583,0.142036
1584,0.099765
1585,0.173067
1586,0.262674
1587,0.215758
1588,0.965799
1589,0.562765
1590,0.244638
1591,0.025164
1592,0.033097
1593,0.090403
1594,0.237603
1595,0.005086
1596,0.247974
1597,0.269517
1598,0.122219
1599,0.200778
1600,0.545854
1601,0.040368
1602,0.053992
1603,0.054580
1604,0.090316
1605,0.295026
1606,0.091001
1607,0.154602
1608,0.118856
1609,0.319307
1610,0.217074
1611,0.105302
1612,0.368130
1613,0.042468
1614,0.701572
1615,0.603305
1616,0.048013
1617,0.141464
1618,0.070854
1619,0.110190
1620,0.018830
1621,0.070105
1622,0.151318
1623,0.041193
1624,0.231189
1625,0.011752
1626,0.121326
1627,0.047718
1628,0.228044
1629,0.201616
1630,0.259404
1631,0.007801
1632,0.314840
1633,0.065501
1634,0.095123
1635,0.068898
1636,0.105118
1637,0.446123
1638,0.475991
1639,0.017143
1640,0.009676
1641,0.026280
1642,0.198723
1643,0.145112
1644,0.024134
1645,0.069238
1646,0.157202
1647,0.077870
1648,0.094327
1649,0.124188
1650,0.186219
1651,0.389879
1652,0.007763
1653,0.103534
1654,0.052413
1655,0.393588
1656,0.069348
1657,0.181366
1658,0.031291
1659,0.044310
1660,0.106854
1661,0.174247
1662,0.013172
1663,0.429237
1664,0.071063
1665,0.446070
1666,0.018712
1667,0.123462
1668,0.233336
1669,0.005325
1670,0.043907
1671,0.430899
1672,0.192042
1673,0.004685
1674,0.055653
1675,0.047786
1676,0.035867
1677,0.175470
1678,0.032799
1679,0.163541
1680,0.386745
1681,0.082940
1682,0.302620
1683,0.317174
1684,0.021141
1685,0.032453
1686,0.159474
1687,0.160577
1688,0.106613
1689,0.166658
1690,0.292575
1691,0.197583
1692,0.019526
1693,0.011260
1694,0.061553
1695,0.189124
1696,0.232874
1697,0.004850
1698,0.197951
1699,0.133674
1700,0.239154
1701,0.451194
1702,0.169018
1703,0.084654
1704,0.937830
1705,0.040850
1706,0.463254
1707,0.042897
1708,0.064615
1709,0.491640
1710,0.055562
1711,0.881076
1712,0.570115
1713,0.881469
1714,0.005434
1715,0.151994
1716,0.012521
1717,0.117352
1718,0.141451
1719,0.260374
1720,0.059104
1721,0.641623
1722,0.217579
1723,0.039356
1724,0.062856
1725,0.775493
1726,0.038125
1727,0.064729
1728,0.039157
1729,0.470919
1730,0.150103
1731,0.088903
1732,0.121306
1733,0.245012
1734,0.245825
1735,0.235848
1736,0.047339
1737,0.037397
1738,0.275008
1739,0.212585
1740,0.544792
1741,0.044789
1742,0.248286
1743,0.024335
1744,0.142128
1745,0.014020
1746,0.004146
1747,0.296827
1748,0.112842
1749,0.022850
1750,0.029148
1751,0.286952
1752,0.373110
1753,0.091021
1754,0.051898
1755,0.033830
1756,0.103331
1757,0.009933
1758,0.471429
1759,0.069887
1760,0.311916
1761,0.118378
1762,0.057077
1763,0.006057
1764,0.130858
1765,0.510553
1766,0.088807
1767,0.184529
1768,0.055230
1769,0.122618
1770,0.180612
1771,0.500698
1772,0.181472
1773,0.374116
1774,0.016872
1775,0.639824
1776,0.156549
1777,0.130380
1778,0.164131
1779,0.017723
1780,0.874905
1781,0.354687
1782,0.343036
1783,0.150396
1784,0.024722
1785,0.132333
1786,0.358531
1787,0.158310
1788,0.132041
1789,0.669551
1790,0.254816
1791,0.031756
1792,0.037078
1793,0.102420
1794,0.051615
1795,0.072805
1796,0.014789
1797,0.109661
1798,0.135311
1799,0.139911
1800,0.014310
1801,0.474034
1802,0.203839
1803,0.034377
1804,0.068158
1805,0.742197
1806,0.311293
1807,0.058643
1808,0.233270
1809,0.090394
1810,0.045278
1811,0.162934
1812,0.160849
1813,0.008223
1814,0.025015
1815,0.464934
1816,0.333467
1817,0.112400
1818,0.028448
1819,0.197775
1820,0.075250
1821,0.056211
1822,0.002781
1823,0.382615
1824,0.058628
1825,0.114853
1826,0.011967
1827,0.512682
1828,0.480177
1829,0.065879
1830,0.446649
1831,0.044085
1832,0.102272
1833,0.184423
1834,0.336482
1835,0.075321
1836,0.010114
1837,0.178591
1838,0.227215
1839,0.048804
1840,0.101062
1841,0.407685
1842,0.594597
1843,0.398551
1844,0.073450
1845,0.025913
1846,0.216625
1847,0.246720
1848,0.063728
1849,0.030203
1850,0.054359
1851,0.217493
1852,0.036180
1853,0.046369
1854,0.265655
1855,0.069561
1856,0.061732
1857,0.238012
1858,0.421155
1859,0.040808
1860,0.174888
1861,0.095259
1862,0.212819
1863,0.193720
1864,0.194216
1865,0.117248
1866,0.109648
1867,0.046284
1868,0.255294
1869,0.097648
1870,0.067563
1871,0.286682
